Date,Symbol,Window_Days,Window_Type,Volatility,Volatility_Pct,VaR_95,VaR_95_Pct,VaR_99,VaR_99_Pct,Skewness,Kurtosis,Excess_Kurtosis,Max_Drawdown,Max_Drawdown_Pct,Year,Month,Quarter,Risk_Level
2024-01-05,GOOGL,60,60-Day,0.2922605809166779,29.226058091667788,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-1.9719379393725214,11.857650225988998,8.857650225988998,-0.13077214103379187,-13.077214103379188,2024,1,Q1,Medium
2024-01-08,GOOGL,60,60-Day,0.29237916943811226,29.237916943811225,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-1.9635115443972144,11.816327625949045,8.816327625949045,-0.13077214103379206,-13.077214103379205,2024,1,Q1,Medium
2024-01-09,GOOGL,60,60-Day,0.2938394289732903,29.383942897329028,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-1.9307875894987707,11.584617182395158,8.584617182395158,-0.125608370295563,-12.560837029556298,2024,1,Q1,Medium
2024-01-10,GOOGL,60,60-Day,0.29452609912185607,29.452609912185608,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-1.9774732864404152,11.650919978179381,8.650919978179381,-0.12560837029556313,-12.560837029556312,2024,1,Q1,Medium
2024-01-11,GOOGL,60,60-Day,0.2940198208015894,29.401982080158938,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-2.039626042892519,11.913724926053717,8.913724926053717,-0.12560837029556315,-12.560837029556316,2024,1,Q1,Medium
2024-01-12,GOOGL,60,60-Day,0.29299818901472846,29.299818901472847,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-2.0263321445448863,12.010497457113422,9.010497457113422,-0.12560837029556304,-12.560837029556303,2024,1,Q1,Medium
2024-01-16,GOOGL,60,60-Day,0.2929740771126711,29.29740771126711,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-2.025635357712531,12.011987710831113,9.011987710831113,-0.11987602739559236,-11.987602739559236,2024,1,Q1,Medium
2024-01-17,GOOGL,60,60-Day,0.2917213195315516,29.172131953155162,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-2.077783549307223,12.361247637487164,9.361247637487164,-0.11987602739559242,-11.987602739559241,2024,1,Q1,Medium
2024-01-18,GOOGL,60,60-Day,0.29213380075130424,29.213380075130424,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-2.054492711817589,12.229338500372833,9.229338500372833,-0.11987602739559237,-11.987602739559238,2024,1,Q1,Medium
2024-01-19,GOOGL,60,60-Day,0.29145141834691146,29.145141834691145,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-2.13376462035308,12.610513573230847,9.610513573230847,-0.11987602739559236,-11.987602739559236,2024,1,Q1,Medium
2024-01-22,GOOGL,60,60-Day,0.293868338028615,29.3868338028615,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-2.100688448360121,12.22812599681257,9.22812599681257,-0.11987602739559246,-11.987602739559247,2024,1,Q1,Medium
2024-01-23,GOOGL,60,60-Day,0.29216831760164214,29.216831760164215,-0.018294578853157932,-1.8294578853157932,-0.05462980601842246,-5.462980601842246,-2.0933440438399016,12.418746582366454,9.418746582366454,-0.06657520803123079,-6.657520803123079,2024,1,Q1,Medium
