Symbol,Company_Name,Sector,Analysis_Start_Date,Analysis_End_Date,Trading_Days,Start_Price,End_Price,Max_Price,Min_Price,Price_Range,Total_Return,Total_Return_Pct,Annual_Return,Annual_Return_Pct,Daily_Return_Mean,Daily_Return_Mean_Pct,Annual_Volatility,Annual_Volatility_Pct,Current_Volatility_Pct,Max_Daily_Loss,Max_Daily_Loss_Pct,VaR_5_Pct,VaR_1_Pct,Sharpe_Ratio,Return_Volatility_Ratio,Skewness,Kurtosis,Excess_Kurtosis,Return_Category,Risk_Category,Sharpe_Category
AAPL,Apple Inc.,Technology,2023-09-18,2025-09-17,501,176.2436981201172,238.99000549316406,258.1037292480469,163.82357788085938,94.2801513671875,0.356020147343278,35.6020147343278,0.191149981283204,19.1149981283204,0.0007585316717587461,0.0758531671758746,0.2471789721158483,24.71789721158483,24.71789721158483,-0.09245620080797823,-9.245620080797822,-2.658036232816441,-4.239380376004243,0.7733262245043057,0.7733262245043057,0.9749679457249203,14.265593628680943,11.265593628680943,Medium,Medium,Fair
GOOGL,Alphabet Inc.,Technology,2023-09-18,2025-09-17,501,137.26329040527344,249.52999877929688,251.61000061035156,121.3331527709961,130.27684783935547,0.8178931748069933,81.78931748069932,0.34662820384003756,34.66282038400376,0.0013755087453969745,0.13755087453969744,0.3334920885069518,33.34920885069518,33.34920885069518,-0.09509390311041666,-9.509390311041665,-2.763598606907902,-4.875490270461058,1.0393895860975184,1.0393895860975184,0.019926307190687345,5.564359889072021,2.564359889072021,High,High,Good
MSFT,Microsoft Corp.,Technology,2023-09-18,2025-09-17,501,324.1746826171875,510.0199890136719,534.7609252929688,307.5059509277344,227.25497436523438,0.5732875402115993,57.32875402115993,0.25302315909144474,25.302315909144475,0.0010040601551247806,0.10040601551247806,0.1659712112488331,16.59712112488331,16.59712112488331,-0.06180903860268361,-6.18090386026836,-2.2333187233556706,-3.5854801562698824,1.524500286450875,1.524500286450875,0.4859337485145127,7.545195168824371,4.545195168824371,High,Low,Excellent
